Times,Lick_Signal,Stim_Signal
0.0,0,0
0.016,0,0
0.032016666666666665,0,0
0.04795,0,0
0.06398333333333334,0,0
0.08,0,0
0.09598333333333334,0,0
0.11196666666666667,0,0
0.128,0,0
0.14400000000000002,0,0
0.16,0,0
0.17600000000000002,0,0
0.19205,0,0
0.20803333333333335,0,0
0.22398333333333334,0,0
0.24001666666666668,0,0
0.25598333333333334,0,0
0.27208333333333334,0,0
0.28800000000000003,0,0
0.30401666666666666,0,0
0.32003333333333334,0,0
0.33603333333333335,0,0
0.3521166666666667,0,0
0.36805000000000004,0,0
0.38405,0,0
0.40013333333333334,0,0
0.41625,0,0
0.43233333333333335,0,0
0.44855,0,0
0.46403333333333335,0,0
0.48003333333333337,0,0
0.4960666666666667,0,0
0.5120333333333333,0,0
0.54395,0,0
0.5599500000000001,0,0
0.5759333333333334,0,0
0.5919833333333334,0,0
0.608,0,0
0.6239666666666667,0,0
0.64,0,0
0.6559833333333334,0,0
0.6720166666666667,0,0
0.6880333333333334,0,0
0.7040166666666667,0,0
0.7199666666666669,0,0
0.7359833333333333,0,0
0.7520666666666667,0,0
0.7680166666666667,0,0
0.7840333333333332,0,0
0.8000833333333334,0,0
0.8160666666666667,0,0
0.8321000000000001,0,0
0.8480166666666668,0,0
0.8640333333333333,0,0
0.8799833333333333,0,0
0.8960166666666667,0,0
0.9120666666666667,0,0
0.9280166666666667,0,0
0.9440000000000001,0,0
0.9600000000000001,0,0
0.9760333333333334,0,0
0.9920666666666668,0,0
1.0080333333333333,0,0
1.0240333333333334,0,0
1.0400666666666667,0,0
1.0560166666666668,0,0
1.0721500000000002,0,0
1.0880333333333334,0,0
1.1040666666666668,0,0
1.1202666666666667,0,0
1.1360666666666668,0,0
1.1520833333333333,0,0
1.1839666666666668,0,0
1.2,0,0
1.2160166666666667,0,0
1.2319666666666667,0,0
1.2479666666666667,0,0
1.2639666666666667,0,0
1.2799833333333335,0,0
1.2959833333333335,0,0
1.3119833333333335,0,0
1.3279833333333333,0,0
1.3439833333333333,0,0
1.3600166666666667,0,0
1.3759666666666668,0,0
1.3919833333333334,0,0
1.40805,0,0
1.4239833333333334,0,0
1.4400166666666667,0,0
1.456,0,0
1.472,0,0
1.488016666666667,0,0
1.5040333333333333,0,0
1.5200500000000001,0,0
1.5359666666666667,0,0
1.5520166666666668,0,0
1.5680166666666668,0,0
1.584,0,0
1.6000166666666666,0,0
1.6160166666666667,0,0
1.6320000000000001,0,0
1.64805,0,0
1.6640166666666667,0,0
1.6800000000000002,0,0
1.6960166666666667,0,0
1.7120333333333335,0,0
1.7280166666666668,0,0
1.744,0,0
1.7600500000000001,0,0
1.7760500000000001,0,0
1.7920333333333334,0,0
1.8080333333333334,0,0
1.8399500000000002,0,0
1.8401333333333334,0,0
1.8719333333333334,0,0
1.8879166666666667,0,0
1.90395,0,0
1.9199333333333335,0,0
1.93595,0,0
1.95195,0,0
1.96795,0,0
1.98395,0,0
1.9999500000000001,0,0
2.015966666666667,0,0
2.0319333333333334,0,0
2.0479833333333333,0,0
2.063966666666667,0,0
2.0799833333333333,0,0
2.0959833333333333,0,0
2.1119666666666665,0,0
2.1279833333333333,0,0
2.144,0,0
2.16,0,0
2.176016666666667,0,0
2.192,0,0
2.2080333333333333,0,0
2.2239833333333334,0,0
2.2400333333333333,0,0
2.2560333333333333,0,0
2.272116666666667,0,0
2.2881,0,0
2.3040166666666666,0,0
2.3200166666666666,0,0
2.3361,0,0
2.3520833333333333,0,0
2.3680333333333334,0,0
2.3840333333333334,0,0
2.4004000000000003,0,0
2.4160333333333335,0,0
2.4320333333333335,0,0
2.4480666666666666,0,0
2.4643833333333336,0,0
2.4800666666666666,0,0
2.4963833333333336,0,0
2.5279333333333334,0,0
2.5442,0,0
2.5599166666666666,0,0
2.5759333333333334,0,0
2.59195,0,0
2.60795,0,0
2.623966666666667,0,0
2.6399666666666666,0,0
2.6559333333333335,0,0
2.6719833333333334,0,0
2.6879666666666666,0,0
2.7039833333333334,0,0
2.720016666666667,0,0
2.7359833333333334,0,0
2.752016666666667,0,0
2.7679666666666667,0,0
2.7839833333333335,0,0
2.7999833333333335,0,0
2.8159833333333335,0,0
2.8322000000000003,0,0
2.8479666666666668,0,0
2.8639833333333335,0,0
2.8800166666666667,0,0
2.8960000000000004,0,0
2.9120166666666667,0,0
2.928,0,0
2.9440333333333335,0,0
2.9600333333333335,0,0
2.9760500000000003,0,0
2.9920333333333335,0,0
3.008116666666667,0,0
3.0241000000000002,0,0
3.040116666666667,0,0
3.056016666666667,0,0
3.0720333333333336,0,0
3.0882333333333336,0,0
3.10405,0,0
3.1200666666666668,0,0
3.1519500000000003,0,0
3.1679166666666667,0,0
3.1681333333333335,0,0
3.1999500000000003,0,0
3.2159500000000003,0,0
3.2319166666666668,0,0
3.2480333333333333,0,0
3.2639666666666667,0,0
3.2799500000000004,0,0
3.2959333333333336,0,0
3.31195,0,0
3.3280333333333334,0,0
3.3439666666666668,0,0
3.3600333333333334,0,0
3.3760166666666667,0,0
3.391966666666667,0,1
3.40845,0,0
3.423966666666667,0,0
3.44,0,1
3.4560500000000003,0,0
3.4720666666666666,0,0
3.4879833333333337,0,1
3.5047,0,0
3.520016666666667,0,0
3.536016666666667,0,1
3.5520333333333336,0,0
3.5680833333333335,0,0
3.584,0,1
3.6001000000000003,0,0
3.616016666666667,0,0
3.6321833333333333,0,1
3.6482,0,0
3.664016666666667,0,0
3.6800333333333337,0,1
3.6961166666666667,0,0
3.712066666666667,0,0
3.7283333333333335,0,1
3.7440333333333333,0,0
3.76005,0,0
3.7761,0,1
3.7924,0,0
3.8239333333333336,0,0
3.8242333333333334,0,1
3.85595,0,0
3.8720833333333333,0,0
3.887966666666667,0,1
3.90395,0,0
3.9200333333333335,0,0
3.9359333333333337,0,1
3.95195,0,1
3.968066666666667,0,0
3.984,0,1
3.9999833333333337,0,1
4.016,0,0
4.032066666666667,0,1
4.04805,1,1
4.064033333333334,1,0
4.0799666666666665,1,0
4.095983333333334,0,1
4.112033333333334,0,0
4.128216666666667,0,0
4.144183333333333,0,1
4.160100000000001,1,0
4.176200000000001,1,0
4.1921,1,1
4.208066666666667,1,0
4.224,1,0
4.240383333333334,1,1
4.25605,0,0
4.2720666666666665,0,0
4.288216666666667,0,1
4.304116666666667,0,0
4.320166666666667,1,0
4.3361833333333335,1,1
4.352266666666667,1,0
4.36835,1,0
4.384416666666667,0,1
4.4003000000000005,0,0
4.416300000000001,0,0
4.432283333333333,0,0
4.448366666666667,0,0
4.46415,0,0
4.4802333333333335,0,0
4.511966666666667,0,0
4.5280000000000005,0,0
4.543966666666667,0,0
4.560033333333333,0,0
4.575950000000001,0,0
4.5920000000000005,0,0
4.60805,0,0
4.623983333333333,0,0
4.640000000000001,0,0
4.656083333333333,0,0
4.672000000000001,0,0
4.687966666666667,0,0
4.703966666666667,0,0
4.720083333333333,1,0
4.735983333333333,1,0
4.7519833333333334,1,0
4.768166666666667,0,0
4.784366666666667,0,0
4.8001000000000005,0,0
4.8159833333333335,0,0
4.832050000000001,0,0
4.848133333333333,0,0
4.864050000000001,0,0
4.8800333333333334,0,0
4.896333333333334,0,0
4.9121500000000005,0,0
4.928216666666666,0,0
4.944100000000001,0,0
4.9600333333333335,0,0
4.97605,0,0
4.992066666666667,0,0
5.008116666666667,0,0
5.024033333333334,0,0
5.0403,0,0
5.056033333333334,0,0
5.072216666666667,0,0
5.088133333333333,0,0
5.1042000000000005,0,0
5.135883333333334,0,0
5.136333333333334,0,0
5.15205,0,0
5.1840166666666665,0,0
5.199916666666667,0,0
5.215933333333334,0,0
5.23195,0,0
5.24795,0,0
5.263966666666667,0,0
5.280033333333334,0,0
5.29595,0,0
5.311966666666667,0,0
5.327983333333334,0,0
5.344016666666667,0,0
5.3601,0,0
5.376250000000001,0,0
5.392,0,0
5.408083333333334,0,0
5.424033333333334,0,0
5.440016666666667,0,1
5.456016666666667,0,0
5.472083333333334,0,0
5.488149999999999,0,1
5.5042,0,0
5.520116666666667,0,0
5.536166666666667,0,1
5.55205,0,0
5.568116666666667,0,0
5.5841,0,1
5.6002,0,0
5.61615,0,0
5.632183333333334,0,1
5.6482,0,0
5.6640500000000005,0,0
5.680033333333333,0,1
5.696183333333334,0,0
5.712066666666667,0,0
5.728516666666667,0,1
5.7452000000000005,0,0
5.760050000000001,0,0
5.776166666666667,0,1
5.792133333333334,0,0
5.8082,1,0
5.839933333333334,1,0
5.855933333333334,1,0
5.872016666666667,1,0
5.8880333333333335,1,0
5.904100000000001,1,0
5.920100000000001,1,0
5.93595,1,0
5.95195,0,0
5.968233333333334,0,0
5.983983333333334,0,0
6.0000333333333336,0,0
6.015933333333334,1,0
6.0322000000000005,1,0
6.048133333333333,1,1
6.064066666666667,1,0
6.080150000000001,1,0
6.096150000000001,1,1
6.112133333333333,1,0
6.12805,0,0
6.144266666666667,0,1
6.160116666666667,0,0
6.176200000000001,0,0
6.192,1,1
6.2081,1,0
6.2241,1,0
6.240066666666667,1,1
6.256016666666667,1,0
6.272316666666667,1,0
6.288166666666667,1,1
6.304033333333334,0,0
6.320333333333334,0,0
6.33605,0,1
6.3521,0,0
6.368250000000001,0,0
6.384116666666667,1,1
6.400250000000001,1,0
6.416133333333334,1,0
6.432250000000001,1,1
6.448083333333334,1,0
6.464033333333334,1,0
6.495900000000001,0,0
6.511933333333333,0,0
6.52805,0,0
6.544383333333333,0,0
6.560166666666667,0,0
6.5760000000000005,1,0
6.591950000000001,1,0
6.608083333333334,1,0
6.62425,1,0
6.6400500000000005,1,0
6.656016666666667,1,0
6.671966666666667,1,0
6.68815,1,0
6.7043,1,0
6.720083333333334,1,0
6.736133333333334,1,0
6.752016666666667,1,0
6.76825,1,0
6.784766666666667,0,0
6.80035,0,0
6.816666666666667,1,0
6.832066666666667,1,0
6.848166666666667,1,0
6.864033333333333,1,0
6.880216666666667,1,0
6.896016666666667,1,0
6.912133333333333,0,0
6.928083333333333,0,0
6.944066666666666,0,0
6.960050000000001,0,0
6.976016666666667,0,0
6.992066666666667,0,0
7.008516666666667,0,0
7.024333333333334,0,0
7.0400833333333335,0,0
7.056033333333334,0,0
7.0720833333333335,0,0
7.0882000000000005,0,0
7.104316666666667,0,0
7.120116666666667,0,0
7.136150000000001,0,0
7.167966666666667,0,0
7.184033333333334,0,0
7.20005,0,0
7.215983333333334,0,0
7.232183333333333,0,0
7.248116666666667,0,0
7.264066666666667,0,0
7.279966666666668,0,0
7.296033333333334,0,0
